0.1,0.2112
0.06938775510204082,0.08
0.06048387096774194,0.03361344537815126
0.040160642570281124,0.0176
0.06,0.21
0.012244897959183673,0.0704
0.008064516129032258,0.022809123649459785
0.0,0.016
0.1,0.2092
0.012244897959183673,0.0736
0.016129032258064516,0.03241296518607443
0.0,0.0176
0.1,0.2088
0.02857142857142857,0.08
0.016129032258064516,0.027611044417767107
0.004016064257028112,0.016
0.12,0.208
0.024489795918367346,0.0688
0.004032258064516129,0.026410564225690276
0.0,0.0144
0.06,0.2156
0.07346938775510205,0.0904
0.024193548387096774,0.03721488595438175
0.004016064257028112,0.0208
0.14,0.2084
0.08163265306122448,0.0816
0.016129032258064516,0.03241296518607443
0.012048192771084338,0.0128
0.06,0.2092
0.053061224489795916,0.0856
0.024193548387096774,0.03361344537815126
0.004016064257028112,0.0144
0.02,0.2104
0.0,0.0792
0.0,0.05162064825930372
0.0,0.0192
0.04,0.21
0.0163265306122449,0.076
0.008064516129032258,0.03961584633853541
0.0,0.0176
0.06,0.2088
0.004081632653061225,0.0712
0.0,0.03241296518607443
0.0,0.0144
0.08,0.2104
0.0163265306122449,0.072
0.008064516129032258,0.03481392557022809
0.0,0.0096
0.06,0.2188
0.044897959183673466,0.088
0.06048387096774194,0.0468187274909964
0.08433734939759036,0.0224
0.1,0.2156
0.02857142857142857,0.0728
0.004032258064516129,0.028811524609843937
0.0,0.0096
0.1,0.2112
0.0326530612244898,0.0856
0.05241935483870968,0.03841536614645858
0.07630522088353414,0.0176
0.1,0.21
0.08979591836734693,0.0824
0.06048387096774194,0.027611044417767107
0.0321285140562249,0.0128
0.18,0.2096
0.17959183673469387,0.076
0.0967741935483871,0.03841536614645858
0.0642570281124498,0.016
0.12,0.2084
0.04897959183673469,0.072
0.04838709677419355,0.030012004801920768
0.01606425702811245,0.0192
0.04,0.216
0.00816326530612245,0.0784
0.0,0.028811524609843937
0.0,0.0144
0.22,0.2052
0.2163265306122449,0.0616
0.17338709677419356,0.028811524609843937
0.1566265060240964,0.0144
