1 , -0.0156 , 5.0159 , 8.0565 , -0.3550 , 5.8836 , 7.8375 , -0.1087 , -0.1960 , -0.3782 , 0.1994 , -0.2920 , -1.1062 , -0.8326 , -36.8673 , -2.5937 , 36.9584
1 , -0.0239 , 6.1375 , 8.0517 , -1.5589 , 3.4202 , 9.0577 , 0.3270 , 0.4655 , 0.4336 , 0.8323 , 1.4568 , 0.5131 , -0.9804 , -20.4118 , -9.7654 , 22.6275
1 , -0.2263 , 5.7892 , 8.6299 , -0.7842 , 2.1885 , 9.5271 , 0.0671 , 1.0472 , 0.6253 , 0.9170 , 2.8369 , -0.1454 , -0.9893 , -12.8952 , -4.7053 , 13.7268
1 , -0.3184 , 5.9879 , 6.9480 , -1.6988 , 5.1915 , 8.1445 , -0.4526 , 0.2551 , -0.1266 , 1.3803 , 0.7964 , -1.1965 , 0.8251 , -31.9641 , -11.7818 , 34.0663
1 , -0.3747 , 6.4224 , 6.1064 , 1.9947 , 6.9477 , 6.6273 , -0.2141 , 1.4701 , 0.2695 , -4.4260 , -2.0958 , 0.7444 , 0.8448 , -45.1102 , 16.7510 , 48.1199
1 , -0.4070 , 5.9819 , 7.4807 , -1.0972 , 5.3223 , 8.1633 , -0.0647 , -0.3606 , 0.1031 , 0.6901 , 0.6596 , -0.6826 , 0.8630 , -32.8693 , -7.6547 , 33.7489
1 , -0.4417 , 5.5629 , 9.1842 , -0.8413 , 5.2696 , 8.2276 , 0.1045 , -0.0191 , 0.2650 , 0.3996 , 0.2933 , 0.9565 , 0.9069 , -32.5036 , -5.8383 , 33.0238
1 , -0.5100 , 6.6954 , 6.5362 , -0.5801 , 5.5551 , 8.0607 , -0.4836 , 0.4325 , 0.5902 , -0.5619 , -0.9942 , 3.6769 , -0.9100 , -34.5040 , -4.1162 , 34.7487
1 , -0.5148 , 6.4081 , 9.6127 , 0.9200 , 6.9901 , 6.8164 , 0.0629 , -0.1704 , 0.5859 , -2.3458 , 0.5301 , -7.9536 , -0.6757 , -45.4622 , 7.6869 , 46.1075
1 , -0.5602 , 4.8195 , 11.0241 , -0.6456 , 4.9799 , 8.4234 , 0.3366 , 1.1143 , 0.9577 , -0.9932 , -1.5622 , -0.8027 , -0.9389 , -30.5181 , -4.3830 , 30.8313
1 , -0.5890 , 4.7872 , 7.9440 , 0.6173 , 5.1876 , 8.2993 , -0.0138 , 0.7169 , 0.0522 , -1.7653 , -0.7810 , -0.6821 , -0.7056 , -31.9369 , 4.2540 , 32.2190
1 , -0.6141 , 5.6755 , 8.7640 , -1.2202 , 5.0568 , 8.3133 , -0.3219 , -0.1291 , -0.0044 , 0.6061 , 0.6187 , 0.4507 , 0.9032 , -31.0406 , -8.3500 , 32.1441
1 , -0.6967 , 5.8586 , 5.5414 , -0.9588 , 5.3556 , 8.1590 , -0.5308 , 0.3217 , 0.1062 , 0.2621 , 0.5030 , -2.6176 , 0.8891 , -33.1010 , -6.7021 , 33.7727
1 , -0.7793 , 8.8059 , 2.6995 , -1.5456 , 8.5596 , 4.5293 , -0.3225 , 0.1434 , 0.0872 , 0.7663 , 0.2463 , -1.8299 , 0.7551 , -60.7899 , -10.2357 , 61.6456
1 , -0.7865 , 5.2948 , 8.5952 , -0.1519 , 5.1432 , 8.3483 , 0.3356 , 0.4687 , 0.1087 , -0.0121 , -0.8995 , 0.6431 , 0.9336 , -31.6322 , -1.0422 , 31.6494
1 , -0.8236 , 5.0218 , 6.5721 , -1.8582 , 3.8310 , 8.8341 , -0.1832 , -0.1474 , -0.0911 , 1.0346 , 1.1909 , -2.2620 , 0.9094 , -22.9949 , -11.8785 , 25.8818
1 , -0.8487 , 5.5557 , 8.4479 , 0.1218 , 4.3069 , 8.8094 , -0.3643 , 0.3356 , -0.2567 , -0.9705 , 1.2489 , -0.3615 , -0.6848 , -26.0516 , 0.7920 , 26.0636
1 , -0.8691 , 6.9480 , 7.0126 , -1.3423 , 6.7306 , 7.0048 , -0.2828 , -0.0399 , -0.1137 , 0.4732 , 0.2173 , 0.0078 , 0.7664 , -43.3406 , -10.8481 , 44.6776
1 , -0.9086 , 4.3371 , 9.2153 , -1.2355 , 3.8406 , 8.9383 , -0.0073 , 0.1550 , 0.0597 , 0.3269 , 0.4965 , 0.2770 , 0.9019 , -23.0562 , -7.8700 , 24.3624
1 , -0.9337 , 8.3977 , 4.7704 , -2.8814 , 7.8298 , 5.1538 , -0.7003 , 0.0094 , -0.4463 , 1.9477 , 0.5679 , -0.3834 , 0.8733 , -52.9791 , -20.2041 , 56.7009
1 , -0.9481 , 5.1751 , 7.2341 , -1.2822 , 4.0337 , 8.8462 , -0.1349 , -0.2794 , 0.0133 , 0.3341 , 1.1414 , -1.6121 , 0.9100 , -24.2880 , -8.2472 , 25.6500
1 , -0.9481 , 6.1507 , 8.7364 , 0.2306 , 1.8081 , 9.6358 , -0.1843 , 1.6096 , 0.6445 , -0.6783 , 4.2924 , -0.9616 , -0.8587 , -10.6244 , 1.3711 , 10.7125
1 , -0.9517 , 4.3203 , 8.9807 , -1.4770 , 3.8831 , 8.8832 , -0.1368 , -0.1230 , -0.1101 , 0.5253 , 0.4372 , 0.0975 , 0.9055 , -23.3262 , -9.4400 , 25.1640
1 , -0.9780 , 5.7904 , 8.5688 , 0.0873 , 6.1673 , 7.6241 , 0.0394 , 0.9673 , 0.3750 , 1.2714 , 0.0325 , -2.8717 , -0.6568 , -38.9680 , 0.6558 , 38.9735
1 , -1.0044 , 4.3239 , 9.6175 , -1.6976 , 3.8216 , 8.8704 , -0.0262 , 0.1018 , -0.0502 , 0.6932 , 0.5024 , 0.7471 , 0.9036 , -22.9352 , -10.8342 , 25.3654
1 , -1.0415 , 5.7604 , 8.8957 , 1.6680 , 5.5456 , 7.9142 , 0.1332 , 1.0077 , 0.7148 , -2.0151 , -0.5525 , 0.2488 , -0.8985 , -34.4364 , 11.9012 , 36.4350
1 , -1.0558 , 5.8012 , 9.2488 , -2.3972 , 2.5818 , 9.1519 , -0.0138 , -0.2557 , -0.3334 , 1.2983 , 1.0035 , 2.2133 , -0.9707 , -15.2642 , -14.6780 , 21.1764
1 , -1.0774 , 5.2984 , 7.2796 , -0.0041 , 1.6310 , 9.6701 , -0.5475 , 1.0749 , 0.1225 , 0.9079 , 5.2943 , -0.5326 , -0.8635 , -9.5735 , -0.0242 , 9.5735
1 , -1.0822 , 6.0118 , 9.4619 , -0.6571 , 7.2677 , 6.5513 , -0.6157 , 0.0863 , -0.1800 , 1.8782 , -0.5532 , 6.2637 , 0.9048 , -47.8252 , -5.7278 , 48.1669
1 , -1.1001 , 6.9228 , 8.0038 , -2.8660 , 4.0534 , 8.4573 , 0.2780 , -0.0107 , 0.1747 , 1.7659 , 2.8694 , -0.4535 , 0.9650 , -24.4145 , -18.7205 , 30.7657
1 , -1.1325 , 6.8220 , 7.2652 , -1.7313 , 7.1496 , 6.4851 , 0.3803 , 0.2836 , 0.1098 , -0.0791 , -0.3990 , 0.5308 , -0.6971 , -47.7900 , -10.1688 , 48.8599
1 , -1.1337 , 4.6388 , 10.8362 , -0.9973 , 0.7374 , 9.7279 , 0.3707 , 1.1665 , 0.4740 , -0.0011 , 2.6636 , -1.1746 , -0.9949 , -4.3121 , -5.8537 , 7.2705
1 , -1.1756 , 6.1411 , 6.7995 , -3.4739 , 3.9880 , 8.2583 , -0.3231 , -0.4313 , -0.0959 , 2.2983 , 2.1532 , -1.4587 , -0.7414 , -23.9951 , -22.8142 , 33.1097
1 , -1.1839 , 4.1001 , 9.1291 , -2.1927 , 3.3928 , 8.9360 , -0.1643 , 0.1855 , 0.2082 , 1.0087 , 0.7073 , 0.1931 , 0.8693 , -20.2408 , -13.7865 , 24.4899
1 , -1.2270 , 6.1495 , 8.1032 , -0.4547 , 4.6478 , 8.6233 , -0.1886 , 0.9470 , 0.4890 , 0.4559 , 0.9486 , 2.2045 , -0.7279 , -28.2908 , -3.0186 , 28.4513
1 , -1.2390 , 4.4784 , 7.5992 , -1.7620 , 3.8326 , 8.8531 , -0.1826 , -0.1841 , -0.1693 , 0.5230 , 0.6458 , -1.2539 , 0.8988 , -23.0050 , -11.2565 , 25.6113
1 , -1.2438 , 5.7281 , 8.8202 , 0.1871 , 6.8552 , 7.0101 , -0.1406 , 1.4711 , 0.5198 , -1.0466 , -1.7986 , 1.1254 , 0.9234 , -44.3497 , 1.5286 , 44.3760
1 , -1.2630 , 7.5672 , 6.7529 , -1.5850 , 7.6403 , 5.9400 , 0.5650 , 0.9883 , 0.3978 , 0.3207 , -0.4564 , 0.4902 , -0.6521 , -52.1364 , -9.3010 , 52.9596
1 , -1.2689 , 4.1132 , 6.7277 , -2.2027 , 3.3846 , 8.9366 , 0.2639 , 0.0012 , 0.4032 , 0.9338 , 0.7286 , -2.2089 , -0.7362 , -20.1901 , -13.8465 , 24.4819
1 , -1.3803 , 4.3802 , 9.2727 , -1.9384 , 4.1503 , 8.6711 , -0.1105 , 0.2973 , -0.0979 , 0.5582 , 0.2299 , 0.6016 , 0.8668 , -25.0375 , -12.6013 , 28.0298
1 , -1.3970 , 5.0470 , 8.8957 , -2.1776 , 4.5915 , 8.3873 , -0.1801 , 0.3083 , -0.1431 , 0.7806 , 0.4555 , 0.5084 , 0.8357 , -27.9174 , -14.5547 , 31.4836
1 , -1.4150 , 7.6722 , 4.7908 , -2.2793 , 7.0549 , 6.4190 , 0.1119 , -0.6007 , 0.1092 , 0.8643 , 0.6173 , -1.6282 , 0.8566 , -46.0050 , -19.5490 , 49.9862
1 , -1.4210 , 6.1950 , 7.9021 , 1.3111 , 6.8727 , 6.8715 , 0.0884 , 0.1832 , -0.0213 , -2.1227 , -1.8257 , 1.8051 , 0.8840 , -44.4930 , 10.8024 , 45.7856
1 , -1.4329 , 5.9711 , 2.3930 , -1.5638 , 5.4425 , 8.0065 , -0.2547 , 0.1299 , -0.0148 , 0.1308 , 0.5286 , -5.6135 , 0.9023 , -33.7096 , -11.0514 , 35.4749
1 , -1.4617 , 4.5681 , 5.1631 , -1.5969 , 3.6630 , 8.9556 , -0.1215 , -0.2268 , -0.0710 , 0.1353 , 0.9052 , -3.7925 , 0.9042 , -21.9328 , -10.1106 , 24.1511
1 , -1.4653 , 6.7744 , 9.4774 , 0.3372 , 7.1473 , 6.7062 , 0.1445 , -0.1910 , 0.3094 , -1.8025 , -0.3729 , 2.7713 , -0.8955 , -46.7877 , 2.8790 , 46.8762
1 , -1.5095 , 4.6902 , 9.9252 , -2.2429 , 3.8278 , 8.7457 , -0.1514 , 0.6186 , -0.4852 , 0.7334 , 0.8624 , 1.1795 , 0.9066 , -22.9749 , -14.3841 , 27.1063
1 , -1.5107 , 6.4105 , 7.0318 , -0.7372 , 6.5024 , 7.3038 , 0.5450 , 0.0737 , -0.0881 , -0.7735 , -0.0920 , -0.2720 , 0.8374 , -41.5340 , -5.7637 , 41.9320
1 , -1.5359 , 5.3870 , 6.5158 , -1.5888 , 4.8536 , 8.3719 , 0.1683 , 0.3004 , 0.2024 , 2.2292 , 0.5944 , 0.3418 , -0.7302 , -29.6649 , -10.7455 , 31.5511
1 , -1.5599 , 6.5993 , 8.2738 , -1.9751 , 7.1981 , 6.3606 , 0.2946 , 0.6862 , 0.1221 , 0.7355 , -0.4181 , 0.5183 , -0.6601 , -48.5345 , -11.6193 , 49.9060
1 , -1.5892 , 6.6592 , 8.0158 , -2.0671 , 7.3812 , 6.1168 , 0.7958 , 1.1030 , 0.2305 , 0.8752 , -0.3904 , 0.0720 , -0.7052 , -50.3511 , -12.1686 , 51.8007
1 , -1.6173 , 4.9572 , 7.5381 , -0.3387 , 6.5655 , 7.2767 , 0.1502 , 0.8458 , 0.2802 , -0.0839 , -0.9283 , 0.5595 , 0.9144 , -42.0277 , -2.6651 , 42.1121
1 , -1.6209 , 4.6471 , 5.8634 , -3.5620 , 3.1605 , 8.5729 , 0.0079 , -0.2334 , -0.0122 , 1.9411 , 1.4867 , -2.7095 , -0.7765 , -18.8008 , -22.5628 , 29.3692
1 , -1.6221 , 6.5317 , 6.5997 , -2.1791 , 7.0314 , 6.4793 , 0.2642 , 0.5922 , 0.1992 , 0.5400 , -0.3909 , 0.4353 , -0.6729 , -47.3402 , -12.8387 , 49.0503
1 , -1.6491 , 7.3242 , 6.5566 , -1.7656 , 7.4861 , 6.0836 , 0.4019 , -0.0944 , 0.0717 , -0.0052 , -0.3807 , 0.3981 , -0.6792 , -50.9008 , -10.3723 , 51.9469
1 , -1.6544 , 4.9560 , 7.7249 , -1.2214 , 5.6085 , 7.9513 , -0.2525 , 0.0415 , 0.0639 , -0.1205 , 0.3004 , -2.4410 , 0.9510 , -34.8835 , -8.7331 , 35.9600
1 , -1.6682 , 6.5257 , 7.4257 , -2.4723 , 6.9537 , 6.4579 , 0.2933 , 0.1913 , 0.0747 , 0.2000 , -0.4605 , 0.5551 , -0.7080 , -47.1169 , -14.6018 , 49.3276
1 , -1.6759 , 4.3622 , 9.1051 , -2.1168 , 3.5824 , 8.8801 , 0.2498 , 0.0483 , 0.0941 , 0.4409 , 0.7798 , 0.2251 , -0.7416 , -21.4266 , -13.4079 , 25.2759
1 , -1.6879 , 4.6208 , 7.6291 , -1.1559 , 4.6179 , 8.5737 , -0.5919 , 0.1226 , -0.2414 , -0.5320 , 0.0029 , -0.9446 , 0.8881 , -28.0925 , -7.6782 , 29.1229
1 , -1.7166 , 4.4269 , 8.7149 , -2.8139 , 3.6938 , 8.6376 , 0.2993 , -0.5058 , -0.0434 , 1.0973 , 0.7331 , 0.0773 , -0.7534 , -22.1272 , -18.0443 , 28.5519
1 , -1.7286 , 3.5099 , 8.0349 , -2.8785 , 2.4264 , 9.0552 , -0.2083 , -0.0147 , 0.3818 , 1.1499 , 1.0835 , -1.0203 , -0.7453 , -14.3251 , -17.6346 , 22.7198
1 , -1.7729 , 6.3255 , 6.7912 , 0.7185 , 4.0003 , 8.9248 , 0.4708 , 1.0429 , 0.4890 , -0.7185 , 1.6141 , -0.4481 , -0.7706 , -24.0743 , 4.6027 , 24.5103
1 , -1.7789 , 4.3814 , 9.6367 , -2.2524 , 3.6582 , 8.8156 , -0.0696 , 0.0892 , -0.0983 , 0.4735 , 0.7232 , 0.8211 , -0.7335 , -21.9030 , -14.3323 , 26.1755
1 , -1.8543 , 4.1779 , 9.3721 , -1.5645 , 4.3918 , 8.6275 , 0.0886 , -0.1578 , 0.2241 , -0.2898 , -0.2140 , 0.7446 , 0.9022 , -26.6054 , -10.2782 , 28.5217
